School ID,School Name,School Type,City,State,ZIP Code,CPS Perf Level,Safety,Safety Score,Family Involvement,Family Score,Environment,Environment Score,Instruction,Instruction Score,Teachers,Teachers Score,Parent Engage,Parent Engage Score,Parent Env,Parent Env Score,Avg Student Atd,Misconduct Rate,Avg Teacher Atd,ISAT Exceed Math,ISAT Exceed Reading,College Enrollment,Community Area,Community Name,Ward,Police District
610091,Ronald Brown Elementary Community Academy,ES,Chicago,IL,60628,Level 2,Weak,31,Weak,26,Average,52,Weak,33,Average,45,Average,52,Strong,55,93.80%,35.6,96.30%,13.4,12.5,283,53,WEST PULLMAN,9,5
610282,Ronald E McNair Elementary School,ES,Chicago,IL,60651,Level 3,Weak,31,Weak,30,Average,56,Average,59,Weak,20,Average,47,Average,53,90.70%,52.8,96.50%,9.8,5.6,422,25,AUSTIN,37,15
609826,Rosario Castellanos Elementary School,ES,Chicago,IL,60623,Level 2,Weak,36,Weak,24,Weak,34,Weak,20,Weak,31,Weak,46,Average,48,96.30%,24.3,96.90%,8,6.2,525,30,SOUTH LAWNDALE,22,10
610056,Roswell B Mason Elementary School,ES,Chicago,IL,60623,Level 3,Weak,37,Average,47,Average,44,Average,58,Weak,36,Average,51,Strong,54,92.40%,31,95.00%,4.2,5.8,479,29,NORTH LAWNDALE,24,10
610027,Rudyard Kipling Elementary School,ES,Chicago,IL,60620,Level 2,Average,52,NDA,NDA,Average,42,Average,42,NDA,NDA,Average,53,Average,51,94.70%,23.4,96.00%,20.9,21.2,445,73,WASHINGTON HEIGHTS,21,22
610250,Rueben Salazar Elementary Bilingual Center,ES,Chicago,IL,60610,Level 2,Strong,64,NDA,NDA,Average,54,Average,53,NDA,NDA,Average,52,Average,47,95.10%,44.6,95.80%,20.5,15.5,444,8,NEAR NORTH SIDE,43,18
609995,Rufus M Hitch Elementary School,ES,Chicago,IL,60646,Level 1,Strong,64,Strong,77,Average,55,Average,58,Strong,70,Strong,55,Strong,54,95.10%,3.7,96.60%,29.5,24.7,542,10,NORWOOD PARK,45,16
609853,Salmon P Chase Elementary School,ES,Chicago,IL,60647,Level 2,Average,55,Weak,28,Average,59,Weak,39,Weak,27,NDA,NDA,NDA,NDA,95.40%,18.5,95.80%,17.1,11,504,22,LOGAN SQUARE,1,14
609943,Samuel Gompers Fine Arts Options Elementary School,ES,Chicago,IL,60628,Level 2,Weak,34,Average,42,Average,48,Average,52,Average,59,Average,49,Average,47,93.60%,54.2,96.00%,13.5,8.5,285,53,WEST PULLMAN,9,5
610155,Sauganash Elementary School,ES,Chicago,IL,60646,Level 1,Very Strong,99,NDA,NDA,Strong,76,Strong,61,NDA,NDA,NDA,NDA,NDA,NDA,96.30%,1.5,95.40%,49.1,34.5,549,12,FOREST GLEN,39,17
609805,Scott Joplin Elementary School,ES,Chicago,IL,60620,Level 3,Weak,35,Weak,29,Average,44,Average,53,Weak,34,Average,52,Average,50,95.00%,44.5,94.60%,9.8,12.2,538,71,AUBURN GRESHAM,18,6
609968,Sharon Christa McAuliffe Elementary School,ES,Chicago,IL,60647,Level 3,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,Average,52,Strong,56,93.90%,14.2,95.70%,10.4,11,862,20,HERMOSA,30,25
610157,Sidney Sawyer Elementary School,ES,Chicago,IL,60632,Level 2,Average,57,Weak,30,Average,41,Weak,39,Weak,29,Average,49,Average,52,96.80%,7.4,96.40%,18.7,12.7,1846,63,GAGE PARK,14,8
610283,Simon Guggenheim Elementary School,ES,Chicago,IL,60621,Level 3,Weak,30,NDA,NDA,Weak,38,Weak,22,NDA,NDA,Average,48,Average,47,90.90%,29.5,93.10%,4.2,6.6,291,68,ENGLEWOOD,17,7
610521,Sir Miles Davis Magnet Elementary Academy,ES,Chicago,IL,60636,Level 3,Weak,35,NDA,NDA,Average,51,Average,54,NDA,NDA,NDA,NDA,NDA,NDA,93.00%,57.8,94.50%,5.9,3.2,354,67,WEST ENGLEWOOD,15,7
610534,Skinner North,ES,Chicago,IL,60610,Not Enough Data,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,Strong,64,Average,52,96.40%,0,97.80%,100,100,242,8,NEAR NORTH SIDE,27,18
610226,Socorro Sandoval Elementary School,ES,Chicago,IL,60629,Level 3,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,Weak,44,Average,50,95.80%,3.7,96.50%,15.9,9.1,1186,63,GAGE PARK,14,8
610160,Songhai Elementary Learning Institute,ES,Chicago,IL,60628,Level 3,Very Weak,17,NDA,NDA,Average,47,Average,54,NDA,NDA,Weak,46,Weak,46,89.50%,84.7,95.40%,3.6,3.6,352,53,WEST PULLMAN,34,5
609990,South Loop Elementary School,ES,Chicago,IL,60605,Level 1,Very Strong,84,Strong,66,Weak,34,Weak,36,Average,46,Strong,54,Weak,46,95.30%,12.7,97.20%,54.2,48.8,795,33,NEAR SOUTH SIDE,2,1
610530,South Shore Fine Arts Academy,ES,Chicago,IL,60637,Not Enough Data,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,Strong,56,Strong,55,93.60%,22.4,96.30%,20.8,0,255,43,SOUTH SHORE,5,3
609745,Southside Occupational Academy High School,HS,Chicago,IL,60636,Not Enough Data,NDA,,Average,52,NDA,,NDA,,Strong,60,Strong,63,Strong,60,85.50%,13.1,95.20%,,,201,67,WEST ENGLEWOOD,17,7
610183,Spencer Technology Academy,ES,Chicago,IL,60644,Level 2,Weak,35,Average,50,Average,57,Strong,71,Average,56,Average,50,Strong,55,92.50%,24.1,96.00%,10.7,11,811,25,AUSTIN,28,15
610357,Spry Community Links High School,HS,Chicago,IL,60623,Level 2,Strong,70,NDA,NDA,Very Strong,92,Very Strong,87,NDA,NDA,Strong,56,Average,51,95.60%,9.7,95.70%,,,205,30,SOUTH LAWNDALE,12,10
609880,Stephen Decatur Classical Elementary School,ES,Chicago,IL,60645,Level 1,Very Strong,99,Very Strong,99,Very Strong,99,Very Strong,99,Very Strong,99,Average,52,Weak,46,96.20%,2.8,95.40%,93.6,93.6,289,2,WEST RIDGE,50,24
609933,Stephen F Gale Elementary Community Academy,ES,Chicago,IL,60626,Level 3,Weak,39,Weak,31,Weak,35,Weak,27,Weak,29,Weak,45,Weak,43,92.10%,34.8,95.20%,7.6,6.9,532,1,ROGERS PARK,49,24
609976,Stephen K Hayt Elementary School,ES,Chicago,IL,60660,Level 1,Strong,72,Strong,61,Average,52,Average,44,Strong,66,NDA,NDA,NDA,NDA,95.60%,55.6,96.00%,28.6,23.2,1000,77,EDGEWATER,40,24
609724,Stephen T Mather High School,HS,Chicago,IL,60659,Level 2,Average,58,Average,44,Average,48,Average,47,Average,56,NDA,NDA,NDA,NDA,87.60%,7.6,96.50%,,,1657,2,WEST RIDGE,40,20
610191,Stone Elementary Scholastic Academy,ES,Chicago,IL,60659,Level 1,Strong,78,NDA,NDA,Average,55,Average,43,NDA,NDA,Strong,55,Average,47,96.40%,1.9,96.00%,45.7,44.7,646,2,WEST RIDGE,50,24
610405,Suder Montessori Magnet Elementary School,ES,Chicago,IL,60612,Level 1,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,96.60%,6.5,95.70%,40.7,29.2,351,28,NEAR WEST SIDE,2,13
610249,Talman Elementary School,ES,Chicago,IL,60632,Level 1,Very Strong,99,Very Strong,99,Very Strong,99,Very Strong,99,Very Strong,81,Strong,57,Average,48,96.20%,9.2,95.50%,27.3,16.5,376,63,GAGE PARK,14,9
610396,Tarkington School of Excellence Elementary School,ES,Chicago,IL,60629,Level 2,Average,48,NDA,NDA,Weak,39,Average,40,NDA,NDA,Average,49,Strong,56,95.90%,10.5,96.60%,13.4,9.7,1070,66,CHICAGO LAWN,18,8
610506,TEAM Englewood Community Academy High School,HS,Chicago,IL,60621,Level 2,Average,45,Average,48,Average,55,Average,53,Strong,68,Strong,58,Average,49,87.30%,8.2,96.50%,,,440,68,ENGLEWOOD,20,7
609921,Telpochcalli Elementary School,ES,Chicago,IL,60623,Level 3,Average,42,Average,48,Very Weak,19,Weak,22,Strong,69,Strong,55,Average,51,95.40%,2.7,94.70%,8.4,7.3,285,30,SOUTH LAWNDALE,12,10
609991,Theodore Herzl Elementary School,ES,Chicago,IL,60623,Level 3,Average,41,NDA,NDA,Average,53,Strong,65,NDA,NDA,NDA,NDA,NDA,NDA,90.80%,23.9,97.00%,4.6,3.8,512,29,NORTH LAWNDALE,24,10
609728,Theodore Roosevelt High School,HS,Chicago,IL,60625,Level 3,Average,42,NDA,NDA,Average,42,Weak,37,NDA,NDA,NDA,NDA,NDA,NDA,82.30%,9.7,96.10%,,,1490,14,ALBANY PARK,33,17
610178,Theophilus Schmid Elementary School,ES,Chicago,IL,60628,Level 2,Average,46,NDA,NDA,Weak,31,Average,53,NDA,NDA,Weak,41,Average,52,92.10%,67.1,96.30%,17.1,6.7,185,50,PULLMAN,8,5
609794,Thomas A Edison Regional Gifted Center Elementary School,ES,Chicago,IL,60625,Level 1,Very Strong,91,NDA,NDA,Strong,64,Average,56,NDA,NDA,Strong,55,Strong,57,96.60%,1.9,96.30%,79,88.4,269,14,ALBANY PARK,39,17
609987,Thomas A Hendricks Elementary Community Academy,ES,Chicago,IL,60609,Level 3,Weak,33,NDA,NDA,Strong,67,Strong,78,NDA,NDA,Average,51,Average,52,91.20%,61.8,95.60%,8.5,1,307,37,FULLER PARK,3,9
609851,Thomas Chalmers Specialty Elementary School,ES,Chicago,IL,60608,Level 3,Weak,34,Strong,76,Weak,39,Average,45,Strong,78,NDA,NDA,NDA,NDA,94.40%,3.4,97.30%,2.1,4.9,288,29,NORTH LAWNDALE,28,10
609896,Thomas Drummond Elementary School,ES,Chicago,IL,60622,Level 1,Strong,72,NDA,NDA,Average,59,Average,46,NDA,NDA,Strong,58,Average,48,95.20%,0.3,96.70%,34,34,352,22,LOGAN SQUARE,32,14
610002,Thomas Hoyne Elementary School,ES,Chicago,IL,60617,Level 1,Strong,67,Strong,66,Strong,77,Strong,73,Strong,66,NDA,NDA,NDA,NDA,94.80%,0,95.40%,23.4,14,288,48,CALUMET HEIGHTS,7,4
610295,Thomas J Higgins Elementary Community Academy,ES,Chicago,IL,60643,Level 1,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,Average,49,Average,53,95.20%,0.5,95.20%,19.1,9.8,369,53,WEST PULLMAN,34,5
610220,Thomas J Waters Elementary School,ES,Chicago,IL,60625,Level 1,Very Strong,85,NDA,NDA,Average,56,Average,54,NDA,NDA,Average,52,Average,49,96.10%,0.4,95.10%,27.2,28.5,590,4,LINCOLN SQUARE,47,19
609715,Thomas Kelly High School,HS,Chicago,IL,60632,Level 2,Weak,36,Average,53,Weak,36,Weak,35,Average,57,NDA,NDA,NDA,NDA,89.30%,5.8,95.30%,,,2883,58,BRIGHTON PARK,14,9
610321,Thurgood Marshall Middle School,MS,Chicago,IL,60618,Level 3,Weak,39,NDA,NDA,Very Weak,11,Very Weak,1,NDA,NDA,NDA,NDA,NDA,NDA,94.00%,18.1,96.00%,18.6,4,435,16,IRVING PARK,39,17
609895,Turner-Drew Elementary Language Academy,ES,Chicago,IL,60620,Level 1,Average,56,Average,56,Average,48,Average,51,Strong,66,NDA,NDA,NDA,NDA,95.80%,24,95.20%,24.2,23.2,373,49,ROSELAND,21,6
610394,Uplift Community High School,HS,Chicago,IL,60640,Level 2,Average,50,Average,50,Strong,61,Strong,62,Average,53,NDA,NDA,NDA,NDA,88.70%,8.1,95.90%,23.3,2.3,473,3,UPTOWN,46,19
610504,Velma F Thomas Early Childhood Center,ES,Chicago,IL,60609,NDA,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,Strong,55,Strong,57,,0,95.60%,,,211,59,MCKINLEY PARK,11,9
609989,Victor Herbert Elementary School,ES,Chicago,IL,60612,Level 1,Average,50,Average,52,Strong,64,Strong,72,Average,50,Average,50,Average,52,92.80%,10.3,96.20%,30,10.3,398,28,NEAR WEST SIDE,2,12
609944,Virgil Grissom Elementary School,ES,Chicago,IL,60633,Level 2,Strong,62,Strong,66,Average,51,Strong,64,Very Strong,87,NDA,NDA,NDA,NDA,95.50%,2.5,96.40%,22,17.7,330,55,HEGEWISCH,10,4
610518,VOISE Academy High School,HS,Chicago,IL,60644,Level 2,Average,42,NDA,NDA,Average,52,Average,52,NDA,NDA,NDA,NDA,NDA,NDA,84.50%,25,96.50%,,,410,25,AUSTIN,28,15
610363,Walt Disney Magnet Elementary School,ES,Chicago,IL,60613,Level 1,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,96.40%,7.7,96.40%,46,35.7,1651,3,UPTOWN,46,19
610095,Walter L Newberry Math & Science Academy Elementary School,ES,Chicago,IL,60614,Level 1,Strong,71,Strong,74,Average,52,Strong,66,Average,44,Strong,54,Average,47,95.10%,2.1,96.30%,46.2,35.9,558,7,LINCOLN PARK,43,18
609680,Walter Payton College Preparatory High School,HS,Chicago,IL,60610,Level 1,Very Strong,98,NDA,NDA,Very Strong,80,Strong,77,NDA,NDA,NDA,NDA,NDA,NDA,93.40%,0.7,96.10%,,,881,8,NEAR NORTH SIDE,27,18
609955,Walter Q Gresham Elementary School,ES,Chicago,IL,60620,Level 2,Weak,25,Average,49,Very Weak,7,Very Weak,11,Average,57,Average,48,Weak,46,95.50%,35.4,95.00%,9.9,7.4,359,71,AUBURN GRESHAM,21,6
610264,Walter Reed Elementary School,ES,Chicago,IL,60621,Level 2,Weak,29,NDA,NDA,Strong,62,Strong,68,NDA,NDA,Average,47,Average,51,92.40%,75.5,93.20%,28.6,9.9,44,68,ENGLEWOOD,20,7
609855,Walter S Christopher Elementary School,ES,Chicago,IL,60632,Level 3,NDA,,Average,48,NDA,,NDA,,Strong,64,Average,52,Average,53,86.10%,4,94.10%,13.3,5.7,279,63,GAGE PARK,14,9
610179,Washington D Smyser Elementary School,ES,Chicago,IL,60634,Level 1,Average,55,NDA,NDA,Average,43,Average,45,NDA,NDA,NDA,NDA,NDA,NDA,95.50%,4.9,97.20%,36.5,27.5,1047,15,PORTAGE PARK,38,16
610121,Washington Irving Elementary School,ES,Chicago,IL,60612,Level 2,Average,43,NDA,NDA,Weak,34,Average,44,NDA,NDA,Average,48,Average,49,95.60%,15.1,95.90%,22.6,20.9,482,28,NEAR WEST SIDE,25,12
609740,Wells Community Academy High School,HS,Chicago,IL,60622,Level 2,Average,51,Average,49,Average,41,Weak,38,Average,49,NDA,NDA,NDA,NDA,74.10%,16.9,96.20%,,,633,24,WEST TOWN,1,13
610032,Wendell E Green Elementary School,ES,Chicago,IL,60643,Level 1,Weak,32,NDA,NDA,Average,47,Average,53,NDA,NDA,Average,53,Average,47,93.90%,20.1,95.70%,25.8,15.7,254,73,WASHINGTON HEIGHTS,21,22
609727,Wendell Phillips Academy High School,HS,Chicago,IL,60653,Level 3,NDA,,Strong,71,NDA,,NDA,,Strong,79,NDA,NDA,NDA,NDA,63.00%,22,96.10%,,,590,35,DOUGLAS,3,2
609978,Wendell Smith Elementary School,ES,Chicago,IL,60628,Level 3,Weak,22,Weak,24,Very Weak,1,Very Weak,1,Weak,29,Weak,42,Weak,46,92.10%,90,94.10%,9.4,4.2,363,50,PULLMAN,8,5
610100,West Park Elementary Academy,ES,Chicago,IL,60651,Level 3,Weak,29,NDA,NDA,Weak,36,Average,40,NDA,NDA,Weak,46,Average,47,93.70%,16.3,96.70%,10.8,6.9,686,23,HUMBOLDT PARK,37,25
610224,West Pullman Elementary School,ES,Chicago,IL,60628,Level 3,Weak,23,Average,46,Average,55,Average,47,Average,50,Average,47,Weak,44,91.20%,7.6,93.80%,5.7,5.7,343,53,WEST PULLMAN,34,5
610542,West Ridge Elementary School,ES,Chicago,IL,60645,Not Enough Data,Strong,67,NDA,NDA,Average,41,Weak,28,NDA,NDA,Weak,46,Strong,58,94.90%,6.8,0.00%,16.9,13,659,2,WEST RIDGE,50,24
609755,Whitney M Young Magnet High School,HS,Chicago,IL,60607,Level 1,Very Strong,95,Very Strong,80,Strong,69,Strong,67,Average,46,Average,53,Average,50,94.60%,1.2,94.90%,99.5,77,2166,28,NEAR WEST SIDE,2,12
610230,Wildwood Elementary School,ES,Chicago,IL,60646,Level 1,Very Strong,99,Very Strong,90,Strong,77,Strong,67,Average,45,Strong,55,Weak,37,96.20%,1,95.70%,52.9,33.2,414,12,FOREST GLEN,41,16
610251,Willa Cather Elementary School,ES,Chicago,IL,60612,Level 1,Strong,69,Strong,70,Strong,78,Very Strong,81,Very Strong,83,Strong,56,Average,53,94.90%,29.5,96.40%,20.3,20.9,234,27,EAST GARFIELD PARK,2,13
610299,William A Hinton Elementary School,ES,Chicago,IL,60621,Level 3,Very Weak,18,NDA,NDA,Weak,30,Weak,29,NDA,NDA,Weak,45,Average,50,91.70%,28.9,95.10%,9.2,3.8,321,68,ENGLEWOOD,6,7
610109,William Bishop Owen Scholastic Academy Elementary School,ES,Chicago,IL,60652,Level 1,Average,49,Strong,61,Weak,39,Average,56,Average,47,Strong,58,Average,53,96.90%,1.2,95.00%,28.4,29,243,70,ASHBURN,18,8
610101,William B Ogden Elementary School,ES,Chicago,IL,60610,Level 2,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,95.10%,4.5,97.00%,40.8,39.9,722,8,NEAR NORTH SIDE,42,18
609945,William C Goudy Elementary School,ES,Chicago,IL,60640,Level 1,Strong,70,Average,52,Strong,74,Strong,61,Average,52,NDA,NDA,NDA,NDA,96.10%,6,95.80%,30.8,23.6,805,3,UPTOWN,48,20
610143,William C Reavis Math & Science Specialty Elementary School,ES,Chicago,IL,60615,Level 3,Average,48,Very Weak,6,Weak,37,Weak,26,Very Weak,15,Weak,45,Average,47,93.50%,37.2,94.80%,5.8,10.1,311,39,KENWOOD,4,2
610364,William E B Dubois Elementary School,ES,Chicago,IL,60827,Level 3,Average,47,NDA,NDA,Weak,33,Average,42,NDA,NDA,Average,50,Weak,45,93.30%,48.5,94.40%,7.9,5,184,54,RIVERDALE,9,5
609884,William E Dever Elementary School,ES,Chicago,IL,60634,Level 1,Strong,67,Strong,66,Strong,60,Strong,78,Weak,36,Average,50,Average,48,95.50%,2.1,95.90%,31.5,27.9,843,17,DUNNING,36,16
609967,William F Finkl Elementary School,ES,Chicago,IL,60608,Level 2,Average,56,Strong,60,Average,50,Average,52,Average,56,Average,49,Strong,54,95.20%,6.7,96.90%,19.2,9.6,588,31,LOWER WEST SIDE,25,10
609994,William G Hibbard Elementary School,ES,Chicago,IL,60625,Level 2,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,Average,49,Average,50,96.50%,3,96.90%,19.3,15.3,1239,14,ALBANY PARK,39,17
609812,William H Brown Elementary School,ES,Chicago,IL,60612,Level 2,Weak,36,Strong,73,Average,58,Strong,78,Strong,73,Weak,46,Average,49,92.80%,59,94.70%,10.2,3.2,217,28,NEAR WEST SIDE,27,13
610023,William H King Elementary School,ES,Chicago,IL,60612,Level 3,Average,47,NDA,NDA,Average,44,Average,47,NDA,NDA,NDA,NDA,NDA,NDA,92.40%,17.7,95.10%,10.6,8.4,264,28,NEAR WEST SIDE,2,11
609734,William Howard Taft High School,HS,Chicago,IL,60631,Level 2,Strong,61,NDA,NDA,Weak,37,Weak,32,NDA,NDA,NDA,NDA,NDA,NDA,89.10%,9.8,96.10%,80.2,50.6,2922,10,NORWOOD PARK,41,16
610136,William H Prescott Elementary School,ES,Chicago,IL,60614,Level 2,Very Strong,90,NDA,NDA,Average,51,Weak,24,NDA,NDA,Average,50,Average,48,93.50%,73.9,97.60%,16,8.9,240,7,LINCOLN PARK,32,19
610142,William H Ray Elementary School,ES,Chicago,IL,60637,Level 1,Strong,69,NDA,NDA,Weak,22,Very Weak,12,NDA,NDA,Average,50,Weak,46,95.10%,6.7,94.90%,31.8,35.2,654,41,HYDE PARK,5,2
610153,William H Ryder Math & Science Specialty Elementary School,ES,Chicago,IL,60620,Level 3,Weak,34,NDA,NDA,Average,42,Average,50,NDA,NDA,NDA,NDA,NDA,NDA,93.00%,22.5,94.30%,10.6,5.6,302,71,AUBURN GRESHAM,21,22
610167,William H Seward Communication Arts Academy Elementary School,ES,Chicago,IL,60609,Level 2,Average,40,Average,43,Weak,38,Average,41,Strong,63,Average,49,Average,50,95.70%,14.4,95.70%,12.2,7.9,896,61,NEW CITY,20,9
609698,William J Bogan High School,HS,Chicago,IL,60652,Level 3,Weak,20,NDA,NDA,Very Weak,18,Weak,29,NDA,NDA,Weak,41,Weak,38,75.20%,5.8,94.30%,,,1656,70,ASHBURN,18,8
610061,William J & Charles H Mayo Elementary School,ES,Chicago,IL,60653,Level 2,Average,52,Average,55,Strong,62,Strong,65,Average,47,Average,50,Strong,55,95.30%,26,95.20%,15.5,6,453,35,DOUGLAS,3,2
610104,William J Onahan Elementary School,ES,Chicago,IL,60631,Level 1,Strong,64,Average,59,Weak,29,Weak,27,Weak,39,Average,47,Weak,44,95.70%,6.9,96.10%,35.1,29.6,687,10,NORWOOD PARK,41,16
609678,William Jones College Preparatory High School,HS,Chicago,IL,60605,Level 1,Very Strong,92,NDA,NDA,Strong,64,Strong,67,NDA,NDA,NDA,NDA,NDA,NDA,93.80%,4.5,95.30%,,,871,32,LOOP,2,1
610193,William K New Sullivan Elementary School,ES,Chicago,IL,60617,Level 3,Weak,27,Average,42,Weak,35,Average,40,Weak,33,Average,47,Strong,54,90.30%,27.3,94.00%,2.9,5.8,527,46,SOUTH CHICAGO,10,4
610123,William Penn Elementary School,ES,Chicago,IL,60623,Level 3,Strong,78,NDA,NDA,Very Strong,99,Very Strong,99,NDA,NDA,Average,52,Average,53,91.80%,5.7,95.20%,8.1,5.5,423,29,NORTH LAWNDALE,24,10
609949,William P Gray Elementary School,ES,Chicago,IL,60641,Level 1,Average,57,NDA,NDA,Average,44,Weak,35,NDA,NDA,Average,47,Average,50,95.60%,5.9,95.90%,26.1,19.4,1345,15,PORTAGE PARK,38,16
610097,William P Nixon Elementary School,ES,Chicago,IL,60639,Level 2,Average,52,NDA,NDA,Strong,70,Strong,62,NDA,NDA,Weak,46,Average,47,95.60%,3.5,95.80%,11.2,9.6,1061,20,HERMOSA,30,25
609711,William Rainey Harper High School,HS,Chicago,IL,60636,Level 2,Weak,22,Weak,32,Weak,39,Average,42,Weak,31,Average,49,Average,53,73.00%,63.6,94.70%,,,621,67,WEST ENGLEWOOD,15,7
610232,Williams Multiplex Elementary School,ES,Chicago,IL,60616,Level 2,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,Average,50,Average,50,91.60%,17,95.90%,24.3,27.9,266,35,DOUGLAS,3,1
610336,Williams Preparatory Academy Middle School,MS,Chicago,IL,60616,Level 3,Average,49,NDA,NDA,Average,42,Average,48,NDA,NDA,Average,53,Strong,56,93.30%,14.8,92.40%,7.8,15.5,125,35,DOUGLAS,3,1
610172,William T Sherman Elementary School,ES,Chicago,IL,60609,Level 3,Weak,32,NDA,NDA,Average,46,Average,55,NDA,NDA,Average,49,Average,52,92.30%,230.6,95.00%,8.1,1.7,462,61,NEW CITY,16,9
609844,William W Carter Elementary School,ES,Chicago,IL,60637,Level 3,Very Weak,13,Average,49,Weak,33,Weak,35,Strong,62,Weak,46,Weak,46,91.20%,27,95.90%,6.8,5.5,371,40,WASHINGTON PARK,20,2
610308,Wilma Rudolph Elementary Learning Center,ES,Chicago,IL,60612,Not Enough Data,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,Strong,57,Strong,60,80.00%,0,95.60%,,,100,28,NEAR WEST SIDE,27,13
610088,Wolfgang A Mozart Elementary School,ES,Chicago,IL,60647,Level 2,Average,41,NDA,NDA,Average,56,Weak,32,NDA,NDA,Average,50,Strong,54,95.20%,3.6,96.40%,12,11,748,22,LOGAN SQUARE,35,25
609977,Woodlawn Community Elementary School,ES,Chicago,IL,60637,Level 2,Strong,70,NDA,NDA,Very Strong,80,Strong,66,NDA,NDA,Strong,59,Strong,54,93.90%,12.4,94.30%,17.5,22.2,238,42,WOODLAWN,5,3
610392,World Language Academy High School,HS,Chicago,IL,60623,Level 2,Average,51,Weak,33,Average,49,Average,47,Average,49,Average,50,Weak,46,91.60%,4,96.00%,,,382,30,SOUTH LAWNDALE,22,10
